protein,drug,value
RBM3,5437,0
RBM3,5438,0
RBM3,5440,5.7
RBM3,5443,0
RBM3,5452,5.6
RBM3,5453,0
RBM3,5455,0
RBM3,5457,0
RBM3,5467,0
RBM3,5468,6
RBM3,5472,6.1
RBM3,5476,0
RBM3,5479,0
RBM3,5480,5.7
RBM3,5482,5.5
RBM3,5483,0
RBM3,5484,5.4
RBM3,5487,0
RBM3,5497,0
RBM3,5502,5.7
RBM3,5503,5.9
RBM3,5504,0
RBM3,5505,5.2
RBM3,5509,5.6
RBM3,5510,7.1
RBM3,5511,5.9
RBM3,5524,6.1
RBM3,5530,0
RBM3,5531,0
RBM3,5533,6.2
RBM3,5536,0
RBM3,5541,0
RBM3,5546,5.4
RBM3,5556,6.5
RBM3,5558,0
RBM3,5560,5
RBM3,5563,0
RBM3,5564,5.3
RBM3,5565,0
RBM3,5566,6.9
RBM3,5567,7.3
RBM3,5568,6.3
RBM3,5572,6.5
RBM3,5573,5.4
RBM3,5574,5.4
RBM3,5576,0
RBM3,5577,0
RBM3,5578,0
RBM3,5583,5.4
RBM3,5584,5.9
RBM3,5585,5.6
RBM3,5587,5.2
RBM3,5591,6.5
RBM3,5593,5.1
RBM3,5597,0
RBM3,5601,0
RBM3,5603,0
RBM3,5606,0
RBM3,5610,0
RBM3,5611,0
RBM3,5625,6
RBM3,5634,0
RBM3,5639,5.6
RBM3,5641,0
RBM3,5648,5.2
RBM3,5656,5.3
RBM3,5663,6.2
RBM3,5666,5
RBM3,5681,5.3
RBM3,5687,5.5
RBM3,5707,0
RBM3,5709,6.2
RBM3,5717,7.5
RBM3,5719,5.5
RBM3,5720,6.2
RBM3,5723,5.4
RBM3,5724,5.7
RBM3,5732,5.9
RBM3,5733,5.6
RBM3,5734,0
RBM3,5735,5.7
RBM3,5736,5.9
RBM3,5740,5.5
RBM3,5743,5.4
RBM3,5744,6.2
RBM3,5745,6.3
RBM3,5746,0
RBM3,5749,5.3
RBM3,5753,6.5
RBM3,5754,6.2
RBM3,5755,6.2
RBM3,5756,6
RBM3,5757,6.1
RBM3,5761,6.7
RBM3,5770,6.6
RBM3,5773,5.5
RBM3,5780,0
RBM3,5789,0
RBM3,5790,0
RBM3,5794,0
RBM3,5798,0
RBM3,5799,0
RBM3,5801,0
RBM3,5803,5.3
RBM3,5806,0
RBM3,5810,0
RBM3,5816,0
RBM3,5819,5
RBM3,5826,0
RBM3,5833,6.7
RBM3,5834,6.3
RBM3,5838,5.1
RBM3,5839,6.4
RBM3,5842,0
RBM3,5850,0
RBM3,5853,0
RBM3,5857,7.2
RBM3,5858,6.6
RBM3,5859,0
RBM3,5865,6.4
RBM3,5870,6.4
RBM3,5875,6.1
RBM3,5876,5.9
RBM3,5878,6.3
RBM3,5880,6.9
RBM3,5881,6.4
RBM3,5884,0
RBM3,5885,0
RBM3,5892,0
RBM3,5894,0
RBM3,5902,5.1
RBM3,5904,5.6
RBM3,5905,0
RBM3,5906,0
RBM3,5910,0
RBM3,5917,0
RBM3,5918,0
RBM3,5929,0
RBM3,5936,0
RBM3,5939,0
RBM3,5944,0
RBM3,5950,0
RBM3,5951,0
RBM3,5952,6.7
RBM3,5957,0
RBM3,5959,0
RBM3,5960,0
RBM3,5962,0
RBM3,5977,0
RBM3,5983,5.3
RBM3,5988,0
RBM3,5991,6.4
RBM3,5994,6.8
RBM3,5995,6.3
RBM3,5997,6.8
RBM3,6000,8.1
RBM3,6005,6.1
RBM3,6006,5.3
RBM3,6009,0
RBM3,6010,6.8
RBM3,6011,6.8
RBM3,6013,6.6
RBM3,6016,5.5
RBM3,6018,5.3
RBM3,6021,0
RBM3,6024,0
RBM3,6027,0
RBM3,6029,0
RBM3,6030,0
RBM3,6031,0
RBM3,6032,0
RBM3,6035,0
RBM3,6037,5.4
RBM3,6038,5.4
RBM3,6041,0
RBM3,6047,0
RBM3,6049,0
RBM3,6050,0
RBM3,6054,0
RBM3,6057,0
RBM3,6067,0
RBM3,6076,0
RBM3,6077,5.4
RBM3,6082,0
RBM3,6083,0
RBM3,6087,5
RBM3,6089,5.2
RBM3,6090,5.4
RBM3,6093,0
RBM3,6098,6
RBM3,6101,0
RBM3,6106,0
RBM3,6112,0
RBM3,6115,0
RBM3,6119,0
RBM3,6127,7
RBM3,6128,6.9
RBM3,6129,6
RBM3,6131,0
RBM3,6132,0
RBM3,6133,0
RBM3,6137,0
RBM3,6140,0
RBM3,6151,0
RBM3,6175,0
RBM3,6176,0
RBM3,6179,0
RBM3,6194,0
RBM3,6196,6
RBM3,6212,0
RBM3,6213,0
RBM3,6215,6
RBM3,6227,0
RBM3,6228,0
RBM3,6230,7.1
RBM3,6231,6.5
RBM3,6234,0
RBM3,6235,0
RBM3,6237,6.7
RBM3,6238,6.8
RBM3,6245,0
RBM3,6249,5.2
RBM3,6251,0
RBM3,6253,0
RBM3,6256,0
RBM3,6257,0
RBM3,6258,0
RBM3,6262,0
RBM3,6267,0
RBM3,6274,0
RBM3,6279,6.3
RBM3,6291,6.5
RBM3,6292,6
RBM3,6300,7
RBM3,6301,0
RBM3,6303,0
RBM3,6305,5
RBM3,6306,0
RBM3,6307,0
RBM3,6318,0
RBM3,6321,0
RBM3,6322,0
RBM3,6326,0
RBM3,6329,0
RBM3,6337,0
RBM3,6351,0
RBM3,6367,0
RBM3,6374,0
RBM3,6380,0
RBM3,6386,0
RBM3,6406,0
RBM3,6407,0
RBM3,6409,0
RBM3,6432,0
RBM3,6446,5.9
RBM3,6464,0
RBM3,6465,0
RBM3,6466,5.6
RBM3,6468,5.8
RBM3,6469,5.2
RBM3,6472,0
RBM3,6473,0
RBM3,6475,6
RBM3,6476,5.5
RBM3,6488,0
RBM3,6494,0
RBM3,6503,0
RBM3,6518,0
RBM3,6526,0
RBM3,6535,0
RBM3,6556,0
RBM3,6575,0
RBM3,6578,0
RBM3,6581,0
RBM3,6585,0
RBM3,6590,0
RBM3,6597,0
RBM3,6613,0
RBM3,6616,5
RBM3,6623,5.6
RBM3,6634,5
RBM3,6635,5.7
RBM3,6654,0
RBM3,6662,0
RBM3,6674,6.4
RBM3,6675,5.6
RBM3,6719,7.4
RBM3,6726,6.2
RBM3,6729,7
RBM3,6741,5.9
RBM3,6758,7
RBM3,6762,6.3
RBM3,6764,5.8
RBM3,6775,0
RBM3,6793,5.2
RBM3,6802,0
RBM3,6804,0
RBM3,6806,0
RBM3,6830,0
RBM3,6833,0
RBM3,6834,5.6
RBM3,6839,5.3
RBM3,6843,0
RBM3,6854,6
RBM3,6857,6.1
RBM3,6862,5.8
RBM3,6869,5.6
RBM3,6880,0
RBM3,6883,0
RBM3,6954,0
RBM3,6961,0
RBM3,6986,0
RBM3,6989,5
RBM3,7019,5.6
RBM3,7027,0
RBM3,7028,0
RBM3,7029,0
RBM3,7054,0
RBM3,7066,0
RBM3,7075,5.5
RBM3,7077,5.9
RBM3,7099,5.4
RBM3,7108,5.2
RBM3,7114,6
RBM3,7124,5.3
RBM3,7151,0
RBM3,7172,0
RBM3,7175,0
RBM3,7180,6
RBM3,7184,0
RBM3,7186,0
RBM3,7187,6.1
RBM3,7188,0
RBM3,7191,5.9
RBM3,7211,0
RBM3,7232,6
RBM3,7239,0
RBM3,7244,0
RBM3,7245,0
RBM3,7248,0
RBM3,7249,0
RBM3,7259,0
RBM3,7264,0
RBM3,7302,0
RBM3,7338,0
RBM3,7339,0
RBM3,7347,0
RBM3,7405,0
RBM3,7410,0
RBM3,7419,0
RBM3,7427,0
RBM3,7436,0
RBM3,7452,0
RBM3,7456,0
RBM3,7464,0
RBM3,7478,0
RBM3,7504,0
RBM3,7510,0
RBM3,7532,0
RBM3,7547,5.6
RBM3,7558,0
RBM3,7573,5.7
RBM3,7594,5.8
RBM3,7595,5.5
RBM3,7608,0
RBM3,7618,0
RBM3,7619,5.2
RBM3,7638,5.8
RBM3,7682,0
RBM3,7697,0
RBM3,7708,0
RBM3,7741,0
RBM3,7752,0
RBM3,7814,0
RBM3,7888,0
RBM3,7896,0
RBM3,7902,0
RBM3,7933,0
RBM3,7950,0
RBM3,7966,0
RBM3,7967,0
RBM3,7970,0
RBM3,7991,0
RBM3,7997,0
RBM3,8005,0
RBM3,8007,0
RBM3,8019,0
RBM3,8024,0
RBM3,8042,0
RBM3,8060,0
RBM3,8063,0
RBM3,8064,0
RBM3,8071,0
RBM3,8076,0
RBM3,8083,0
RBM3,8094,0
RBM3,8150,0
RBM3,8153,0
RBM3,8163,0
RBM3,8166,0
RBM3,8172,0
RBM3,8179,0
RBM3,8186,0
RBM3,8189,0
RBM3,8193,0
RBM3,8223,8.7
RBM3,8226,6.4
RBM3,8249,5.3
RBM3,8251,5
RBM3,8269,6.8
RBM3,8271,5.2
RBM3,8275,0
RBM3,8280,0
RBM3,8281,5.2
RBM3,8285,0
RBM3,8293,0
RBM3,8310,5.2
RBM3,8333,6
RBM3,8339,0
RBM3,8359,5.1
RBM3,8361,5.8
RBM3,8362,6.2
RBM3,8364,5.1
RBM3,8365,0
RBM3,8367,5.5
RBM3,8376,0
RBM3,8378,0
RBM3,8391,0
RBM3,8395,6.2
RBM3,8400,6.2
RBM3,8405,5.3
RBM3,8408,5
RBM3,8420,5.7
RBM3,8434,0
RBM3,8447,6
RBM3,8481,0
RBM3,8515,6.3
RBM3,8536,5.7
RBM3,8550,6.7
RBM3,8554,0
RBM3,8556,0
RBM3,8567,0
RBM3,8569,5.8
RBM3,8573,5.5
RBM3,8582,0
RBM3,8590,5.4
RBM3,8593,6.3
RBM3,8609,5.6
RBM3,8612,0
RBM3,8614,0
RBM3,8617,5.4
RBM3,8629,0
RBM3,8631,0
RBM3,8633,6
RBM3,8642,0
RBM3,8646,0
RBM3,8669,6.3
RBM3,8677,7.4
RBM3,8708,0
RBM3,8730,5
RBM3,8754,0
RBM3,8756,0
RBM3,8758,0
RBM3,8761,0
RBM3,8768,0
RBM3,8771,0
RBM3,8778,0
RBM3,8830,0
RBM3,8894,0
RBM3,8914,0
RBM3,8917,0
RBM3,8924,0
RBM3,8925,0
RBM3,8944,6.1
RBM3,8955,6.5
RBM3,8966,6.4
RBM3,8969,6.8
RBM3,8975,0
RBM3,8977,0
RBM3,8982,6
RBM3,8987,0
RBM3,8988,0
RBM3,9015,0
RBM3,9034,0
RBM3,9046,6.8
RBM3,9047,0
RBM3,9049,0
RBM3,9051,6.7
RBM3,9053,6.1
RBM3,9064,5.4
RBM3,9084,0
RBM3,9085,0
RBM3,9223,0
RBM3,9257,0
RBM3,9270,6.2
RBM3,9287,5.4
RBM3,9294,0
RBM3,9298,0
RBM3,9299,0
RBM3,9305,0
RBM3,9324,6.6
RBM3,9330,5.8
RBM3,9331,6.7
RBM3,9354,0
RBM3,9363,0
RBM3,9375,5.4
RBM3,9386,6.1
RBM3,9387,5.9
RBM3,9395,0
RBM3,9403,7.2
RBM3,9416,6.4
RBM3,9417,6.4
RBM3,9419,5.2
RBM3,9427,0
RBM3,9429,6
RBM3,9444,0
RBM3,9454,5
RBM3,9458,5.5
RBM3,9470,5.6
RBM3,9528,0
RBM3,9564,5.1
RBM3,9565,5.2
RBM3,9570,0
RBM3,9584,0
RBM3,9638,0
RBM3,9639,5.4
RBM3,9642,6.4
RBM3,9651,5.5
RBM3,9661,0
RBM3,9677,6.6
RBM3,9687,5.3
RBM3,9700,0
RBM3,9782,5.7
RBM3,9801,7
RBM3,9864,0
RBM3,9873,5.6
RBM3,9878,5.9
RBM3,9880,6.6
RBM3,9904,6.8
RBM3,9913,0
RBM3,9923,0
RBM3,9934,0
RBM3,9958,0
RBM3,9982,0
RBM3,10007,0
RBM3,10026,0
RBM3,10083,5.7
RBM3,10090,6
RBM3,10100,5
RBM3,10101,5.1
RBM3,10114,7.4
RBM3,10132,0
RBM3,10133,5.9
RBM3,10156,5.8
RBM3,10168,5.5
RBM3,10180,5.5
RBM3,10204,6.6
RBM3,10214,0
RBM3,10219,6.5
RBM3,10230,0
RBM3,10235,5
RBM3,10237,7
RBM3,10238,0
RBM3,10239,6.2
RBM3,10240,5.7
RBM3,10257,5
RBM3,10258,0
RBM3,10267,0
RBM3,10297,0
RBM3,10313,0
RBM3,10364,0
RBM3,10367,0
RBM3,10371,0
RBM3,10391,5
RBM3,10394,0
RBM3,10404,0
RBM3,10413,0
RBM3,10430,0
RBM3,10442,0
RBM3,10517,5.1
RBM3,10518,0
RBM3,10531,8.4
RBM3,10548,0
RBM3,10579,6.1
RBM3,10607,6.1
RBM3,10610,5.5
RBM3,10617,7.1
RBM3,10621,6
RBM3,10624,0
RBM3,10630,0
RBM3,10634,6.4
RBM3,10635,6.4
RBM3,10646,6.3
RBM3,10661,0
RBM3,10668,0
RBM3,10680,6.6
RBM3,10690,0
RBM3,10715,0
RBM3,10719,7.1
RBM3,10767,0
RBM3,10770,5.6
RBM3,10783,0
RBM3,10831,5.9
RBM3,10836,0
RBM3,10894,0
RBM3,10917,0
RBM3,10918,0
RBM3,10927,0
RBM3,10964,0
RBM3,10972,0
RBM3,11005,0
RBM3,11018,6.2
RBM3,11115,5
RBM3,11138,0
RBM3,11207,0
RBM3,11226,6.5
RBM3,11230,5.1
RBM3,11259,5.8
RBM3,11273,6.4
RBM3,11289,5.7
RBM3,11291,7
RBM3,11295,7.1
RBM3,11302,6.8
RBM3,11318,5.5
RBM3,11333,0
RBM3,11367,0
RBM3,11390,5.3
RBM3,11400,0
RBM3,11427,0
RBM3,11439,0
RBM3,11499,0
RBM3,11575,0
RBM3,11579,0
RBM3,11668,0
RBM3,11683,6.8
RBM3,11742,6.1
RBM3,11790,7.9
RBM3,11808,0
RBM3,11820,5.6
RBM3,11824,0
RBM3,11833,5.6
RBM3,11852,0
RBM3,11885,6.4
RBM3,11914,0
RBM3,11915,0
RBM3,11974,5
RBM3,11979,5
RBM3,12023,0
RBM3,12035,0
RBM3,12041,0
RBM3,12057,0
RBM3,12092,0
RBM3,12219,0
RBM3,12228,0
RBM3,12348,0
RBM3,12374,0
RBM3,12450,6.4
RBM3,12454,7
RBM3,12473,0
RBM3,12492,5.8
RBM3,12530,0
RBM3,12544,6.2
RBM3,12555,5.9
RBM3,12587,0
RBM3,12594,6
RBM3,12597,0
RBM3,12598,6
RBM3,12604,5.1
RBM3,12647,0
RBM3,12675,5
RBM3,12717,0
RBM3,12793,0
RBM3,12894,5.1
RBM3,12901,5.3
RBM3,13017,0
RBM3,13099,5.8
RBM3,13109,6.6
RBM3,13116,0
RBM3,13129,0
RBM3,13195,0
RBM3,13308,6.9
RBM3,13313,7.5
RBM3,13314,6.4
RBM3,13327,6.4
RBM3,13331,6.3
RBM3,13387,0
RBM3,13450,0
RBM3,13472,7.1
RBM3,13493,5.9
RBM3,13505,7.2
RBM3,13611,0
RBM3,13695,6.5
RBM3,13711,0
RBM3,13712,0
RBM3,13738,5.3
RBM3,13755,5.1
RBM3,13765,7
RBM3,13769,6.7
RBM3,13789,7.3
RBM3,13791,6.6
RBM3,13804,0
RBM3,13847,0
RBM3,13916,5
RBM3,13945,0
RBM3,13986,5.2
RBM3,14052,0
RBM3,14080,0
RBM3,14113,0
RBM3,14130,0
RBM3,14190,0
RBM3,14231,0
RBM3,14253,0
RBM3,14357,5.8
RBM3,14463,0
RBM3,14520,0
RBM3,14584,5.6
RBM3,14592,5.3
RBM3,14652,5.8
RBM3,14670,0
RBM3,14677,5.7
RBM3,14687,6.6
RBM3,14708,6.6
RBM3,14759,5.2
RBM3,14866,0
RBM3,14896,0
RBM3,14917,0
RBM3,14925,0
RBM3,14985,6.8
RBM3,15004,0
RBM3,15020,6.8
RBM3,15113,0
RBM3,15130,5.3
RBM3,15139,6.5
RBM3,15209,6
RBM3,15376,6.2
RBM3,15387,5.7
RBM3,15391,0
RBM3,15433,0
RBM3,15443,6.3
RBM3,15459,5.4
RBM3,15478,6.2
RBM3,15541,0
RBM3,15606,0
RBM3,15624,0
RBM3,15664,5.3
RBM3,15671,5.5
RBM3,15684,0
RBM3,15689,0
RBM3,15759,0
RBM3,15818,6.3
RBM3,15876,0
RBM3,15906,0
RBM3,15907,0
RBM3,15993,0
RBM3,16028,0
RBM3,16043,0
RBM3,16058,0
RBM3,16078,6.9
RBM3,16124,0
RBM3,16143,5.3
RBM3,16229,5.3
RBM3,16231,0
RBM3,16259,0
RBM3,16274,5.4
RBM3,16351,6.3
RBM3,16362,7.5
RBM3,16363,6.9
RBM3,16402,0
RBM3,16406,5.3
RBM3,16473,5.9
RBM3,16490,5.6
RBM3,16500,0
RBM3,16564,5.1
RBM3,16615,5.9
RBM3,16623,6.3
RBM3,16630,0
RBM3,16639,5.6
RBM3,16666,0
RBM3,16685,5.1
RBM3,16726,0
RBM3,16741,0
RBM3,16752,6.6
RBM3,16757,5
RBM3,16842,0
RBM3,16850,6.6
RBM3,16873,0
RBM3,16923,6.1
RBM3,16960,5.6
RBM3,17036,5.4
RBM3,17100,0
RBM3,17134,0
RBM3,17150,6.4
RBM3,17173,0
RBM3,17182,5.5
RBM3,17336,0
RBM3,17429,0
RBM3,17457,5.2
RBM3,17473,0
RBM3,17477,5
RBM3,17507,0
RBM3,17513,0
RBM3,17523,0
RBM3,17676,5.2
RBM3,17700,5.4
RBM3,17925,7.2
RBM3,18068,0
RBM3,18104,5.6
RBM3,18142,6.8
RBM3,18283,0
RBM3,18343,0
RBM3,18377,0
RBM3,18381,5.8
RBM3,18465,0
RBM3,18597,5.1
RBM3,18735,0
RBM3,18794,5
RBM3,18807,5.1
RBM3,19003,5
RBM3,19063,0
RBM3,19094,0
RBM3,19150,5.3
RBM3,19161,5.2
RBM3,19233,0
RBM3,19235,0
RBM3,19241,5.1
RBM3,19254,5.3
RBM3,19266,0
RBM3,19392,5.1
RBM3,19395,0
RBM3,19396,5.4
RBM3,19527,5.5
RBM3,19529,5.4
RBM3,19596,5.3
RBM3,19646,0
RBM3,19649,0
RBM3,19660,0
RBM3,19667,5.7
RBM3,19844,0
RBM3,19861,7.3
RBM3,19910,0
RBM3,19988,5.8
RBM3,20058,0
RBM3,20140,0
RBM3,20194,5.3
RBM3,20279,0
RBM3,20299,5.4
RBM3,20313,7
RBM3,20674,5.9
RBM3,20689,0
RBM3,20737,0
RBM3,20811,0
RBM3,20824,5.3
RBM3,21022,6.6
RBM3,21102,5.4
RBM3,21109,0
RBM3,21138,5.4
RBM3,21233,7.5
RBM3,21236,0
RBM3,21307,5
RBM3,21319,5.9
RBM3,21389,6.1
RBM3,21439,0
RBM3,21501,0
RBM3,21640,0
RBM3,21651,5.4
RBM3,21700,5.4
RBM3,21704,0
RBM3,21720,5.6
RBM3,21722,5.8
RBM3,21743,5.7
RBM3,21751,0
RBM3,21777,5
RBM3,21782,0
RBM3,21788,5.8
RBM3,21855,6.1
RBM3,21874,0
RBM3,22128,0
RBM3,22174,0
RBM3,22262,6
RBM3,22267,5.7
RBM3,22297,0
RBM3,22308,5.2
RBM3,22323,5
RBM3,22379,0
RBM3,22425,5.8
RBM3,22530,6.6
RBM3,22565,5.7
RBM3,23009,0
RBM3,23087,0
RBM3,23167,0
RBM3,23190,0
RBM3,23327,0
RBM3,23342,0
RBM3,23403,0
RBM3,23480,6.3
RBM3,23497,0
RBM3,23573,5.4
RBM3,23576,6.6
RBM3,23700,0
RBM3,23897,5.4
RBM3,24066,0
RBM3,24199,6.5
RBM3,24239,0
RBM3,24250,0
RBM3,24316,0
RBM3,24341,0
RBM3,24352,5.7
RBM3,24360,6.4
RBM3,24405,5.1
RBM3,24466,5.1
RBM3,24478,0
RBM3,24526,0
RBM3,24529,0
RBM3,24807,0
RBM3,24823,0
RBM3,24841,0
RBM3,25015,6.4
RBM3,25215,6.7
RBM3,25223,0
RBM3,25229,5.6
RBM3,25249,6.6
RBM3,25295,5.3
RBM3,25382,7
RBM3,25419,0
RBM3,25429,5.2
RBM3,25430,0
RBM3,25474,6.1
RBM3,25495,6.6
RBM3,25654,0
RBM3,25803,5.6
RBM3,25945,0
RBM3,26001,0
RBM3,26035,5.4
RBM3,26105,0
RBM3,26133,5.6
RBM3,26175,0
RBM3,26248,5.7
RBM3,26383,6.6
RBM3,26388,6.5
RBM3,26391,6.5
RBM3,26533,0
RBM3,26618,6.2
RBM3,26721,5.9
RBM3,26751,0
RBM3,26757,5.5
RBM3,26879,5.4
RBM3,26937,0
RBM3,26987,6.6
RBM3,27125,6
RBM3,27200,0
RBM3,27304,0
RBM3,27400,6.7
RBM3,27402,0
RBM3,27447,5.2
RBM3,27453,5
RBM3,27501,0
RBM3,27648,0
RBM3,27661,0
RBM3,27812,7.5
RBM3,27901,5.2
RBM3,27934,6.6
RBM3,27990,6.3
RBM3,28061,0
RBM3,28204,7.3
RBM3,28281,0
RBM3,28329,0
RBM3,28417,7.3
RBM3,28425,6.3
RBM3,28688,5.4
RBM3,28689,6.2
RBM3,28693,7.1
RBM3,28718,5.6
RBM3,28864,5.8
RBM3,28871,6.3
RBM3,28876,6.2
RBM3,28892,0
RBM3,29083,5
RBM3,29088,5.7
RBM3,29112,0
RBM3,29243,0
RBM3,29327,0
RBM3,29435,0
RBM3,29566,0
RBM3,29626,0
RBM3,30131,5.1
RBM3,30219,6.4
RBM3,30323,6
RBM3,30487,5.1
RBM3,30541,5.5
RBM3,30668,0
RBM3,30699,5.1
RBM3,30768,5.9
RBM3,30819,0
RBM3,30843,6.6
RBM3,30949,5.3
RBM3,30951,0
RBM3,30966,6.4
RBM3,31016,0
RBM3,31072,0
RBM3,31101,7.3
RBM3,31211,0
RBM3,31236,0
RBM3,31260,0
RBM3,31264,0
RBM3,31275,0
RBM3,31307,5.4
RBM3,31315,6.6
RBM3,31343,0
RBM3,31346,0
RBM3,31378,5.9
