protein,drug,value
CIRP1,44144383,5.8
CIRP1,44176354,5.7
CIRP1,44176356,7.1
CIRP1,44177328,8.6
CIRP1,44181686,8.4
CIRP1,44182295,6.7
CIRP1,44182376,7.6
CIRP1,44187362,6
CIRP1,44193830,7.4
CIRP1,44200882,8.5
CIRP1,44205191,5.9
CIRP1,44205240,6.8
CIRP1,44224257,7
CIRP1,44224261,6.4
CIRP1,44224276,7.6
CIRP1,44229378,7.4
CIRP1,44230999,7.5
CIRP1,44237094,6.4
CIRP1,44242317,8.3
CIRP1,44251605,6.5
CIRP1,44263483,6.5
CIRP1,44272391,0
CIRP1,44288441,0
CIRP1,44308490,8.8
CIRP1,44400012,0
CIRP1,44400013,0
CIRP1,44404226,8.5
CIRP1,44422489,7.5
CIRP1,44462678,5.3
CIRP1,44462738,8.2
CIRP1,44462760,8.3
CIRP1,44467821,8.5
CIRP1,44468216,5.3
CIRP1,44469321,8
CIRP1,44472635,9.1
CIRP1,44473151,7.9
CIRP1,44473425,0
CIRP1,44480399,8.2
CIRP1,44511587,7.7
CIRP1,44513473,7.3
CIRP1,44516953,9
CIRP1,44517831,8.4
CIRP1,44537841,6.4
CIRP1,44537963,8.3
CIRP1,44539266,7
CIRP1,44548240,7.1
CIRP1,44554865,8.5
CIRP1,44556044,9.2
CIRP1,44556193,7.7
CIRP1,44557636,7.7
CIRP1,44563262,7.7
CIRP1,44574544,6.7
CIRP1,44582816,8.6
CIRP1,44585557,5.9
CIRP1,44595079,7.7
CIRP1,44595848,7.8
CIRP1,44599207,9.4
CIRP1,44603336,6.7
CIRP1,44603533,9.7
CIRP1,44608289,8.1
CIRP1,44623937,6.7
CIRP1,44623946,8
CIRP1,44623998,9.2
CIRP1,44629554,8.7
CIRP1,44629555,8.4
CIRP1,44629678,7.2
CIRP1,44631903,8.7
CIRP1,44631912,7.9
CIRP1,44633765,8.6
CIRP1,44814409,9.4
CIRP1,44814423,7.4
CIRP1,45100669,7.5
CIRP1,45101432,6.1
CIRP1,45102284,6.4
CIRP1,45138674,6.8
CIRP1,45259014,6.5
CIRP1,45266695,0
CIRP1,45266826,5.7
CIRP1,45268539,9.5
CIRP1,45270144,6.9
CIRP1,45270264,8.9
CIRP1,45273683,6.1
CIRP1,45275554,8
CIRP1,45375808,6.8
CIRP1,45375953,6.8
CIRP1,45381907,7.2
CIRP1,45480632,7.3
CIRP1,46174141,6.7
CIRP1,46174145,6.8
CIRP1,46181428,6.9
CIRP1,46184405,8
CIRP1,46186778,6.5
CIRP1,46188928,8.3
CIRP1,46189893,8.2
CIRP1,46191454,7.2
CIRP1,46196517,7.4
CIRP1,46199646,7.8
CIRP1,46202416,8.4
CIRP1,46203710,7.4
CIRP1,46207586,7.7
CIRP1,46207731,6.8
CIRP1,46207733,8.8
CIRP1,46208720,8.5
CIRP1,46209133,7.6
CIRP1,46213929,8.7
CIRP1,46214930,7.7
CIRP1,46215462,10.2
CIRP1,46216796,8.2
CIRP1,46220502,8.7
CIRP1,46220503,9.6
CIRP1,46224413,7.8
CIRP1,46239015,7.4
CIRP1,46241268,7.8
CIRP1,46700744,7.9
CIRP1,46700756,6.7
CIRP1,46700782,7.7
CIRP1,46832368,7.1
CIRP1,46833780,8.1
CIRP1,46834118,9.1
CIRP1,46836227,6.5
CIRP1,46840946,7.3
CIRP1,46843057,7.5
CIRP1,46848036,10
CIRP1,46848915,8.2
CIRP1,46851313,7.8
CIRP1,46851625,8.8
CIRP1,46861612,7.6
CIRP1,46861623,8.8
CIRP1,46866319,8.4
CIRP1,46871935,8.9
CIRP1,46878457,0
CIRP1,46882177,7.2
CIRP1,46883536,7.7
CIRP1,46886609,5.9
CIRP1,46892373,8.4
CIRP1,46902081,7
CIRP1,46906075,0
CIRP1,46908929,7.5
CIRP1,46911863,9.1
CIRP1,46912230,6.9
CIRP1,46916694,7.7
CIRP1,46926304,5.3
CIRP1,46926350,7.2
CIRP1,46926973,8.1
CIRP1,46928007,7.8
CIRP1,46936180,5.7
CIRP1,46936196,7.9
CIRP1,46936357,8
CIRP1,46936391,5.2
CIRP1,46936435,0
CIRP1,46936619,0
CIRP1,46936633,6.9
CIRP1,46936680,5.6
CIRP1,46936829,7.2
CIRP1,46936889,0
CIRP1,46936944,6.1
CIRP1,46936963,5
CIRP1,46936985,0
CIRP1,46937025,6.1
CIRP1,46937030,7.8
CIRP1,46937031,7.4
CIRP1,46937032,0
CIRP1,46937034,6.6
CIRP1,46937043,8.1
CIRP1,46937045,7
CIRP1,46937046,6.4
CIRP1,46937048,5.8
CIRP1,46937051,6.7
CIRP1,46937052,8.5
CIRP1,46937053,7.3
CIRP1,46937054,7.8
CIRP1,46937056,7.9
CIRP1,46937057,6.8
CIRP1,46937059,7.5
CIRP1,46937060,6.1
CIRP1,46937061,6.2
CIRP1,46937062,5.6
CIRP1,46937064,5.6
CIRP1,46937065,5.5
CIRP1,46937068,6.9
CIRP1,46937071,7.5
CIRP1,46937073,6.5
CIRP1,46937074,7.8
CIRP1,46937075,6.1
CIRP1,46937079,5.6
CIRP1,46937081,7.9
CIRP1,46937082,5.9
CIRP1,46937083,7.2
CIRP1,46937084,5.9
CIRP1,46937086,6.2
CIRP1,46937089,0
CIRP1,46937090,7.2
CIRP1,46937091,8.5
CIRP1,46937093,7.6
CIRP1,46937094,8.1
CIRP1,46937095,0
CIRP1,46937099,0
CIRP1,46937102,7.1
CIRP1,46937103,6
CIRP1,46937104,6.2
CIRP1,46937105,5.7
CIRP1,46937106,7.1
CIRP1,46937107,5.6
CIRP1,46937108,5.6
CIRP1,46937109,5.8
CIRP1,46937111,5.7
CIRP1,46937112,8.3
CIRP1,46937114,5.5
CIRP1,46937115,7
CIRP1,46937116,8.3
CIRP1,46937117,7.7
CIRP1,46937118,6.1
CIRP1,46937119,7.9
CIRP1,46937120,9.1
CIRP1,46937121,7.8
CIRP1,46937124,5.9
CIRP1,46937125,5.7
CIRP1,46937126,6.5
CIRP1,46937127,6.6
CIRP1,46937128,7.6
CIRP1,46937130,5.9
CIRP1,46937131,7
CIRP1,46937132,7.9
CIRP1,46937133,6
CIRP1,46937134,9
CIRP1,46937135,6.4
CIRP1,46937137,7
CIRP1,46937138,6.3
CIRP1,46937140,5.3
CIRP1,46937141,5.1
CIRP1,46937143,6.5
CIRP1,46937145,5.8
CIRP1,46937149,5.4
CIRP1,46937150,0
CIRP1,46937152,7.4
CIRP1,46937155,7.5
CIRP1,46937156,8.1
CIRP1,46937157,6.5
CIRP1,46937158,8.3
CIRP1,46937163,6.3
CIRP1,46937164,5.7
CIRP1,46937165,5.9
CIRP1,46937168,7.1
CIRP1,46937169,6.7
CIRP1,46937170,5.1
CIRP1,46937176,7.4
CIRP1,46937177,0
CIRP1,46937179,5.1
CIRP1,46940575,8.6
CIRP1,46943432,7.2
CIRP1,46944259,8.2
CIRP1,49779393,9.7
CIRP1,49784002,9.2
CIRP1,49784945,6.8
CIRP1,49791979,0
CIRP1,49792852,7
CIRP1,49802864,5.6
CIRP1,49803313,8.1
CIRP1,49806720,8.5
CIRP1,49831257,8.8
CIRP1,49836093,8.2
CIRP1,49837968,8
CIRP1,49840582,7
CIRP1,49841217,8.6
CIRP1,49843471,8.1
CIRP1,49843517,7.3
CIRP1,49846599,8.4
CIRP1,49848070,8.1
CIRP1,49852385,0
CIRP1,49853967,7.4
CIRP1,49855250,6.2
CIRP1,49856296,8.4
CIRP1,49866368,5.2
CIRP1,49866449,5.7
CIRP1,49866474,9
CIRP1,49866494,7.2
CIRP1,49866644,0
CIRP1,49866787,6.1
CIRP1,49866822,0
CIRP1,49866858,0
CIRP1,49866901,0
CIRP1,49866943,5.5
CIRP1,49866988,7.4
CIRP1,49867144,0
CIRP1,49867153,6.6
CIRP1,49867154,7.3
CIRP1,49867432,6.7
CIRP1,49867580,5.5
CIRP1,49867722,5.1
CIRP1,49867930,8.7
CIRP1,49871007,7.8
CIRP1,49871973,8.1
CIRP1,50902259,7.6
CIRP1,50905713,8.2
CIRP1,50914062,6.4
CIRP1,50915138,7.7
CIRP1,50922675,7.2
CIRP1,50922681,7.1
CIRP1,50922691,7.5
CIRP1,51001696,8
CIRP1,51001932,8.3
CIRP1,51003457,6.3
CIRP1,51030730,8.5
CIRP1,51038269,10
CIRP1,51038316,7.8
CIRP1,51039030,8.8
CIRP1,51039094,8.7
CIRP1,51039095,8.5
CIRP1,51039119,8.2
CIRP1,51040313,7.5
CIRP1,51040949,6.2
CIRP1,51041322,5.6
CIRP1,51042438,7.6
CIRP1,51049968,7.9
CIRP1,51049992,8.5
CIRP1,51346455,9.3
CIRP1,51349053,6.7
CIRP1,51352361,7.7
CIRP1,51352628,6.9
CIRP1,51353551,7.7
CIRP1,51397022,7
CIRP1,52913524,8
CIRP1,52913813,8.6
CIRP1,52914971,7.5
CIRP1,52918384,7.2
CIRP1,52918385,0
CIRP1,52919826,8.4
CIRP1,52920501,8.4
CIRP1,52934180,7.9
CIRP1,52938427,8
CIRP1,52939580,0
CIRP1,52947354,7.7
CIRP1,52949124,9.1
CIRP1,52951810,7.5
CIRP1,53235510,8.1
CIRP1,53262401,9.1
CIRP1,53297462,6
CIRP1,53307207,6.9
CIRP1,53338808,8.3
CIRP1,53340426,7.4
CIRP1,53340666,7.1
CIRP1,53340771,8.5
CIRP1,53354764,7.4
CIRP1,53358083,7.2
CIRP1,53358942,7
CIRP1,53359074,9.3
CIRP1,53373585,8.4
CIRP1,53378151,6.9
CIRP1,53380437,8.9
CIRP1,53465279,7.2
CIRP1,53472683,10.1
CIRP1,53477157,9.3
CIRP1,53492727,6.1
CIRP1,53497429,9
CIRP1,53630042,7.3
CIRP1,54325748,5.9
CIRP1,54556623,7.2
CIRP1,54560057,7.9
CIRP1,54575171,6.9
CIRP1,54575456,7.8
CIRP1,54576073,8
CIRP1,54576693,8
CIRP1,54670067,0
CIRP1,54670351,7.7
CIRP1,54671008,8.4
CIRP1,54674461,7.9
CIRP1,54675769,7.9
CIRP1,54675858,5
CIRP1,54676038,8
CIRP1,54676228,6.9
CIRP1,54676478,6.5
CIRP1,54676537,7.1
CIRP1,54676715,6.4
CIRP1,54676868,6
CIRP1,54677470,6.8
CIRP1,54677674,6.8
CIRP1,54677946,6.9
CIRP1,54677971,6.4
CIRP1,54677972,7.1
CIRP1,54678486,7
CIRP1,54679224,0
CIRP1,54680692,7.1
CIRP1,54682040,7.4
CIRP1,54682461,8.7
CIRP1,54682555,8.3
CIRP1,54682876,7.3
CIRP1,54682930,5.9
CIRP1,54683953,6.5
CIRP1,54684141,6.4
CIRP1,54684598,7
CIRP1,54684617,6.9
CIRP1,54685311,6.9
CIRP1,54685524,7.3
CIRP1,54686843,6.7
CIRP1,54687250,8.4
CIRP1,54688261,7
CIRP1,54688400,7.9
CIRP1,54688710,0
CIRP1,54688711,7.6
CIRP1,54689025,8.5
CIRP1,54690031,6.6
CIRP1,54693473,0
CIRP1,54693872,7.7
CIRP1,54695768,5.5
CIRP1,54706138,8.7
CIRP1,54708299,8.5
CIRP1,54708673,8.2
CIRP1,54708743,5.2
CIRP1,54708746,7.1
CIRP1,54708748,7.9
CIRP1,54713659,8.2
CIRP1,54718618,9
CIRP1,54718859,7.3
CIRP1,54723327,7
CIRP1,54723704,7
CIRP1,54726191,9.1
CIRP1,54727972,7.7
CIRP1,54727975,7.4
CIRP1,54727980,7.6
CIRP1,54727985,7.3
CIRP1,54728557,8.5
CIRP1,54732242,7.9
CIRP1,54736485,7.2
CIRP1,54736486,6.8
CIRP1,54746008,5.3
CIRP1,54752934,7.2
CIRP1,54755438,7.6
CIRP1,54758501,7.8
CIRP1,54759694,6.2
CIRP1,54766013,8.5
CIRP1,54767229,6.8
CIRP1,56599306,8.2
CIRP1,56639723,8.5
CIRP1,56640146,9
CIRP1,56644522,8.4
CIRP1,56649297,9.2
CIRP1,56649347,7.9
CIRP1,56649450,7.8
CIRP1,56655833,8.3
CIRP1,56832738,7.9
CIRP1,56839178,8
CIRP1,56841552,7.5
CIRP1,56841872,7.5
CIRP1,56842069,8.8
CIRP1,56842109,9
CIRP1,56843908,6.1
CIRP1,56846693,8.6
CIRP1,56848985,8.2
CIRP1,56928061,5.7
CIRP1,56928390,8.1
CIRP1,56931136,8.3
CIRP1,56934415,9
CIRP1,56941241,6.9
CIRP1,56944144,7.8
CIRP1,56948249,8.7
CIRP1,56949517,8.4
CIRP1,56950369,7.5
CIRP1,56960363,8.6
CIRP1,56960447,8.9
CIRP1,56960912,7.3
CIRP1,56961879,7.2
CIRP1,56962369,7.8
CIRP1,57164040,8.3
CIRP1,57331386,7.7
CIRP1,57331749,8.1
CIRP1,57335384,8
CIRP1,57336276,9.1
CIRP1,57339445,8.5
CIRP1,57379345,6.5
CIRP1,57380301,7
CIRP1,57383391,7.1
CIRP1,57384863,6.9
CIRP1,57394020,6.6
CIRP1,57394021,7.4
CIRP1,57398987,5.6
CIRP1,57406853,6.9
CIRP1,57410862,6.9
CIRP1,57413968,0
CIRP1,57418154,0
CIRP1,57465250,5.6
CIRP1,57484374,7.1
CIRP1,57484478,5.6
CIRP1,57495353,8.7
CIRP1,57509244,5.6
CIRP1,57514439,6.4
CIRP1,57514697,7.1
CIRP1,57519700,9.1
CIRP1,57519748,8.1
CIRP1,57520598,7.2
CIRP1,57524523,5.8
CIRP1,57582353,7.5
CIRP1,57751161,5.8
CIRP1,57770545,7.3
CIRP1,57775240,8.4
CIRP1,57827330,8.1
CIRP1,57855696,7.7
CIRP1,57899889,7.7
CIRP1,57920094,6.9
CIRP1,58029842,7.7
CIRP1,58049682,5.1
CIRP1,58076382,6.7
CIRP1,58111426,8.3
CIRP1,58185197,6.7
CIRP1,58212050,9.8
CIRP1,58266779,7.4
CIRP1,58298318,7.3
CIRP1,58438464,9.4
CIRP1,58460047,7.6
CIRP1,58507717,7.7
CIRP1,58557659,7.8
CIRP1,58573469,6.3
CIRP1,59084697,6.9
CIRP1,59093801,0
CIRP1,59098743,0
CIRP1,59174488,7.7
CIRP1,59215954,8.5
CIRP1,59239165,7.7
CIRP1,59317190,8.8
CIRP1,59394698,7.9
CIRP1,59422203,8.1
CIRP1,59472121,8.1
CIRP1,59473233,9.2
CIRP1,59509752,5.5
CIRP1,59534142,7.6
CIRP1,59534386,9.1
CIRP1,59543597,8.1
CIRP1,59552698,7
CIRP1,59568713,9.1
CIRP1,59603622,6.8
CIRP1,59634741,8.5
CIRP1,59657596,8.2
CIRP1,60096302,9.4
CIRP1,60143346,6.9
CIRP1,60150535,6.7
CIRP1,60151477,7
CIRP1,60151560,7.7
CIRP1,60151939,7.7
CIRP1,60152109,8
CIRP1,60164925,6.4
CIRP1,60165029,8.7
CIRP1,60194102,7.5
CIRP1,60195662,7.7
CIRP1,60206636,7.3
CIRP1,66548125,7.1
CIRP1,66550890,8.7
CIRP1,66553195,6.5
CIRP1,66555680,8.5
CIRP1,66558664,9.3
CIRP1,66571548,8.3
CIRP1,66599893,9.8
CIRP1,66645351,7.5
CIRP1,66661267,7.2
CIRP1,66753191,6.9
CIRP1,67008033,5.5
CIRP1,67171867,8.1
CIRP1,67313626,6.1
CIRP1,67333747,7.8
CIRP1,67335295,9
CIRP1,67360018,6.6
CIRP1,67409219,8.4
CIRP1,67462786,7.9
CIRP1,67501411,7.6
CIRP1,68026984,6.5
CIRP1,68029831,7.7
CIRP1,68109743,7.3
CIRP1,68165256,8.3
CIRP1,68254185,7.8
CIRP1,68289010,8.4
CIRP1,68470595,6.7
CIRP1,68488178,8.4
CIRP1,68677842,7.1
CIRP1,68748835,8.5
CIRP1,69247748,6.8
CIRP1,69249407,7.5
CIRP1,69259387,7.1
CIRP1,70674853,9.1
CIRP1,70687267,6.3
CIRP1,70691449,7
CIRP1,70798655,8.8
CIRP1,70957463,7.8
CIRP1,70980485,5.5
CIRP1,71059746,7.8
CIRP1,71183216,8.4
CIRP1,71186236,9.4
CIRP1,71226662,8
CIRP1,71227359,8
CIRP1,71228883,8.6
CIRP1,71236992,7.5
CIRP1,71242808,8.7
CIRP1,71245288,9.2
CIRP1,71249967,5.9
CIRP1,71262247,7.4
CIRP1,71269142,8.2
CIRP1,71270546,7.7
CIRP1,71301276,6.9
CIRP1,71375225,5.7
CIRP1,71451950,8.6
CIRP1,71455937,5.2
CIRP1,71457955,6.5
CIRP1,71470491,8
CIRP1,71475839,9.4
CIRP1,71479709,7.4
CIRP1,71481097,8.5
CIRP1,71481120,6.5
CIRP1,71481187,6
CIRP1,71484494,6.3
CIRP1,71492799,8.8
CIRP1,71494949,7.2
CIRP1,71496458,7.1
CIRP1,71509318,7.3
CIRP1,71523377,8.2
CIRP1,71528744,6.8
CIRP1,71533696,9
CIRP1,71535003,7.6
CIRP1,71566778,6.5
CIRP1,71571306,6
CIRP1,71577426,8.4
CIRP1,71584930,8.2
CIRP1,71587637,6.1
CIRP1,71587684,8.4
CIRP1,71587743,7.1
CIRP1,71587773,7.1
CIRP1,71587784,7.4
CIRP1,71600094,7.6
CIRP1,71605071,5.9
CIRP1,71611869,6.5
CIRP1,71616860,8.4
CIRP1,71621331,9
CIRP1,71657455,7.8
CIRP1,71657619,8.1
CIRP1,71666749,6.9
CIRP1,71667668,8.6
CIRP1,71678098,7.7
CIRP1,71715374,8.3
CIRP1,71721648,7.5
CIRP1,71727581,8.5
CIRP1,71731823,7.6
CIRP1,71811910,7.3
CIRP1,72163100,8.8
CIRP1,72165228,7.9
CIRP1,72188743,8.9
CIRP1,72696796,8.2
CIRP1,72703790,8.2
CIRP1,72710875,7.3
CIRP1,72734520,8.7
CIRP1,72792692,6.9
CIRP1,72942015,8.6
CIRP1,72950888,9
CIRP1,73051869,8.8
CIRP1,73297272,8.4
CIRP1,73330464,5.5
CIRP1,73386748,0
CIRP1,73386890,6.7
CIRP1,73388393,9.3
CIRP1,73442840,6.9
CIRP1,73555170,5.7
CIRP1,73774610,7.4
CIRP1,73777259,9.2
CIRP1,74077203,9.1
CIRP1,75593290,6.2
CIRP1,76071881,6.9
CIRP1,76283707,8.7
CIRP1,76314940,8.3
CIRP1,76684239,8.1
CIRP1,76685198,0
CIRP1,76685216,8.4
CIRP1,76957773,6.9
CIRP1,76958276,7.7
CIRP1,76958312,9.1
CIRP1,76959818,6.2
CIRP1,76961482,6.5
CIRP1,76962649,6.7
CIRP1,76965484,6.3
CIRP1,76967262,6.3
CIRP1,76968809,0
CIRP1,76969111,6.3
CIRP1,76971566,8.6
CIRP1,77050638,7.4
CIRP1,77050711,8
CIRP1,77461017,9.1
CIRP1,77843966,7.2
CIRP1,77846445,6.2
CIRP1,78209992,8.5
CIRP1,78320408,8.5
CIRP1,78357816,7.6
CIRP1,86269224,7.6
CIRP1,86269973,8.5
CIRP1,86287635,7.5
CIRP1,86289080,5.4
CIRP1,86289686,0
CIRP1,86291103,8.2
CIRP1,86292849,8.7
CIRP1,86294073,8.9
CIRP1,86301664,6.1
CIRP1,86345880,8
CIRP1,86566678,7.4
CIRP1,86567195,8.7
CIRP1,86582336,8.9
CIRP1,86676119,7.4
CIRP1,86677874,7.4
CIRP1,86705695,7.6
CIRP1,86764100,9.7
CIRP1,87055263,7.3
CIRP1,87087973,0
CIRP1,88536661,8.1
CIRP1,88621644,5.3
CIRP1,89508529,8.2
CIRP1,89532783,0
CIRP1,89658382,6.1
CIRP1,89670174,9.9
CIRP1,89683805,8.5
CIRP1,89792952,7.9
CIRP1,89808643,8.3
CIRP1,89875987,7.9
CIRP1,90052320,6.6
CIRP1,90055716,6.8
CIRP1,90116675,9.5
CIRP1,90274764,6.3
CIRP1,90311989,8.3
CIRP1,90409366,8.9
CIRP1,90420193,8.7
CIRP1,90445883,8
CIRP1,90467622,6.4
CIRP1,90489020,6.7
CIRP1,90753074,7.7
CIRP1,90937527,7.5
CIRP1,91617630,7.1
CIRP1,91667513,8.5
CIRP1,91667979,8
CIRP1,91668194,7.5
CIRP1,91754484,7.8
CIRP1,91758792,8.2
CIRP1,91801202,7.9
CIRP1,91824132,6.8
CIRP1,91825600,0
CIRP1,91844684,8.8
CIRP1,91844733,7.9
CIRP1,91885568,9.1
CIRP1,91885617,7.9
CIRP1,91933867,8
CIRP1,91933883,9.6
CIRP1,92135969,8.8
CIRP1,92169693,8.8
CIRP1,92282619,5.4
CIRP1,93485622,0
CIRP1,94286438,6.5
CIRP1,101360807,8.8
CIRP1,101643283,7.1
CIRP1,102194235,9.1
CIRP1,102515267,6
CIRP1,117072582,6.7
CIRP1,117604931,7.6
CIRP1,117761397,6.5
CIRP1,117797905,8.7
CIRP1,117902620,6.4
CIRP1,118009787,8.7
CIRP1,118029202,7.4
CIRP1,118063735,8.6
CIRP1,118092367,8.6
CIRP1,118115473,6.5
CIRP1,118161062,8.1
CIRP1,118169620,9
CIRP1,118196485,8.3
CIRP1,118253852,8.9
CIRP1,118277544,9.5
CIRP1,118323590,8.7
CIRP1,118374999,9
CIRP1,118414016,7.2
CIRP1,118435360,7.1
CIRP1,118467751,8.2
CIRP1,118513932,8.8
CIRP1,118560618,8.5
CIRP1,118572065,7.9
CIRP1,118574930,8.1
CIRP1,118596336,6.6
CIRP1,118598754,7.8
CIRP1,118599727,7.6
CIRP1,118607832,6.6
CIRP1,118628567,6.9
CIRP1,118861389,7.2
CIRP1,118873253,7.5
CIRP1,118878093,8
CIRP1,118892432,6.8
CIRP1,118955396,7.9
CIRP1,118984411,6.8
CIRP1,118985556,0
CIRP1,119026214,9.8
CIRP1,119057475,9.1
CIRP1,121249291,8.2
CIRP1,121250885,8.5
CIRP1,121269225,7.6
CIRP1,121276853,7.8
CIRP1,121288738,5.1
CIRP1,121293929,7.2
CIRP1,121301049,9.6
CIRP1,121301508,8.6
CIRP1,121301826,5.4
CIRP1,121304016,6.3
CIRP1,121488186,6.2
CIRP1,121596701,7.1
CIRP1,121596705,7.5
CIRP1,122460381,8.1
CIRP1,122522051,7.6
CIRP1,122585383,5.8
CIRP1,122662112,7.2
CIRP1,122706489,0
CIRP1,124081876,7.8
CIRP1,124081896,7.4
CIRP1,124173720,7.3
CIRP1,124220601,8.1
CIRP1,126495573,8
CIRP1,126573394,6.4
CIRP1,126961329,7.4
CIRP1,129103609,8
CIRP1,129138801,7
CIRP1,129856752,5.7
CIRP1,131633366,8.9
CIRP1,131634760,6.6
CIRP1,131704191,5.5
CIRP1,131704197,5.5
CIRP1,131704210,5.2
CIRP1,131704211,6.1
CIRP1,131704251,6.6
CIRP1,131704252,6.7
CIRP1,131704283,5.7
CIRP1,131704300,5.8
CIRP1,131704303,6.8
CIRP1,131704304,7.3
CIRP1,131704305,6.9
CIRP1,131704308,5.7
CIRP1,131704312,6
CIRP1,132016492,7.6
CIRP1,134168328,10
CIRP1,134393443,8.7
CIRP1,134436906,7.5
CIRP1,134587348,8.7
CIRP1,134611040,8.8
CIRP1,135390910,9
CIRP1,135399748,8.5
CIRP1,135413558,5.6
CIRP1,135435181,7.8
CIRP1,135511704,5.4
CIRP1,135533054,7.6
CIRP1,135564558,7.5
CIRP1,135564890,5.5
CIRP1,135564980,8.9
CIRP1,135564985,7
CIRP1,135565042,7.5
CIRP1,135565117,7.4
CIRP1,135565465,8.1
CIRP1,135565554,7.7
CIRP1,135565709,10.1
CIRP1,135565884,8.9
CIRP1,135908617,7.5
CIRP1,137278711,7.9
CIRP1,137434175,8.2
CIRP1,137528262,8.4
CIRP1,139593415,9.3
CIRP1,145722633,6.9
CIRP2,6,0
CIRP2,11,0
CIRP2,19,0
CIRP2,36,0
CIRP2,38,0
CIRP2,44,0
CIRP2,47,0
CIRP2,49,0
CIRP2,51,0
CIRP2,58,0
CIRP2,70,0
CIRP2,72,0
CIRP2,86,0
CIRP2,96,0
CIRP2,107,5.3
CIRP2,126,0
CIRP2,135,0
CIRP2,171,0
CIRP2,175,0
CIRP2,176,0
CIRP2,178,0
CIRP2,186,0
CIRP2,187,0
CIRP2,190,0
CIRP2,199,0
CIRP2,204,0
CIRP2,218,0
CIRP2,237,6
CIRP2,239,0
CIRP2,243,0
CIRP2,244,0
CIRP2,247,0
CIRP2,248,0
CIRP2,249,0
CIRP2,254,5.9
CIRP2,255,5.9
CIRP2,263,0
CIRP2,264,0
CIRP2,273,0
CIRP2,284,0
CIRP2,286,0
CIRP2,289,0
CIRP2,305,0
CIRP2,311,0
CIRP2,313,0
CIRP2,321,6.5
CIRP2,323,5.9
CIRP2,332,0
CIRP2,338,0
CIRP2,340,0
CIRP2,342,0
CIRP2,359,0
CIRP2,378,0
CIRP2,379,0
CIRP2,385,0
CIRP2,397,5.4
CIRP2,403,0
CIRP2,444,6.2
CIRP2,457,0
CIRP2,460,0
CIRP2,473,0
CIRP2,487,0
CIRP2,490,0
CIRP2,525,0
CIRP2,529,0
CIRP2,535,0
CIRP2,546,0
CIRP2,547,0
CIRP2,572,0
CIRP2,587,0
CIRP2,588,0
CIRP2,598,0
CIRP2,612,0
CIRP2,647,0
CIRP2,649,0
CIRP2,668,0
CIRP2,670,0
CIRP2,673,0
CIRP2,675,5.3
CIRP2,679,0
CIRP2,681,0
CIRP2,700,0
CIRP2,702,0
CIRP2,712,0
CIRP2,735,6.1
CIRP2,743,0
CIRP2,750,0
CIRP2,753,0
CIRP2,760,0
CIRP2,763,0
CIRP2,764,0
CIRP2,774,0
CIRP2,777,0
CIRP2,780,0
CIRP2,784,0
CIRP2,785,0
CIRP2,790,0
CIRP2,795,0
CIRP2,798,5.2
CIRP2,802,5.3
CIRP2,807,0
CIRP2,863,0
CIRP2,867,0
CIRP2,880,0
CIRP2,896,5.6
CIRP2,903,5.8
CIRP2,936,0
CIRP2,938,0
CIRP2,943,0
CIRP2,944,0
CIRP2,946,0
CIRP2,948,0
CIRP2,955,5.3
CIRP2,957,0
CIRP2,962,0
CIRP2,964,0
CIRP2,967,0
CIRP2,974,0
CIRP2,978,0
CIRP2,979,5.2
CIRP2,980,0
CIRP2,983,0
CIRP2,984,5.2
CIRP2,985,5.4
CIRP2,996,0
CIRP2,997,5.3
CIRP2,998,0
CIRP2,999,5.2
CIRP2,1001,0
CIRP2,1003,0
CIRP2,1004,0
CIRP2,1005,0
CIRP2,1014,0
CIRP2,1017,0
CIRP2,1021,0
CIRP2,1023,0
CIRP2,1024,5.5
CIRP2,1030,0
CIRP2,1031,0
CIRP2,1032,0
CIRP2,1045,0
CIRP2,1046,0
CIRP2,1048,0
CIRP2,1050,0
CIRP2,1051,0
CIRP2,1053,0
CIRP2,1054,0
CIRP2,1055,0
CIRP2,1060,0
CIRP2,1061,0
CIRP2,1066,0
CIRP2,1082,0
CIRP2,1102,0
CIRP2,1103,0
CIRP2,1110,0
CIRP2,1117,0
CIRP2,1130,0
CIRP2,1133,0
CIRP2,1135,0
CIRP2,1136,0
CIRP2,1137,0
CIRP2,1140,0
CIRP2,1150,5.1
CIRP2,1174,0
CIRP2,1175,0
CIRP2,1176,0
CIRP2,1188,0
CIRP2,1195,0
CIRP2,1234,6
CIRP2,1238,7.7
CIRP2,1282,6.6
CIRP2,1290,5.2
CIRP2,1292,5
CIRP2,1318,6.5
CIRP2,1329,6.2
CIRP2,1331,5.6
CIRP2,1337,5
CIRP2,1355,5.2
CIRP2,1360,5.6
CIRP2,1369,7.2
CIRP2,1372,6.8
CIRP2,1385,6
CIRP2,1387,5.3
CIRP2,1396,6.2
CIRP2,1400,6.6
CIRP2,1433,5.4
CIRP2,1478,6.5
CIRP2,1483,0
CIRP2,1491,0
CIRP2,1493,0
CIRP2,1498,6.9
CIRP2,1507,6.7
CIRP2,1509,6.2
CIRP2,1511,6.4
CIRP2,1514,6.4
CIRP2,1521,0
CIRP2,1522,5
CIRP2,1530,6.4
CIRP2,1536,7.2
CIRP2,1540,7
CIRP2,1543,8.1
CIRP2,1567,0
CIRP2,1576,5.1
CIRP2,1584,7.6
