,0,1,2,3
71777,9.05700039280536e-08,1.627320174996141e-11,7.586584065826163e-15,1.829391534227942e-18
71792,7.991136360171706e-08,1.520733771732757e-11,6.778687651882249e-15,1.6784708917655294e-18
71798,8.185775038081166e-08,1.5401976395237075e-11,6.926218561157132e-15,1.7060306868414038e-18
71807,6.913611699566353e-08,1.4129813056722903e-11,5.961952793977749e-15,1.525899166790717e-18
71815,7.768593247088576e-08,1.4984794604244404e-11,6.6100059274755e-15,1.64695997801502e-18
71819,8.523504632821065e-08,1.5739705989977014e-11,7.182208556240179e-15,1.7538513899106016e-18
71821,1.027966856074799e-07,1.74958699179042e-11,8.513333818215802e-15,2.0025148030263842e-18
71823,7.258352543629571e-08,1.4474553900785377e-11,6.223257128424472e-15,1.574712625239425e-18
71835,9.03231497703774e-08,1.624851633419379e-11,7.567873181262307e-15,1.8258962114728465e-18
71857,8.776479475897854e-08,1.5992680833053838e-11,7.373956717621308e-15,1.78967127375605e-18
71897,9.588971919224031e-08,1.6805173276380142e-11,7.989804247158294e-15,1.904715855230157e-18
71899,9.82187960891887e-08,1.7038080966075013e-11,8.166342043278027e-15,1.9376943375571443e-18
71919,8.258928138191875e-08,1.547512949534781e-11,6.9816666534454994e-15,1.7163887742979673e-18
71940,8.899373611966615e-08,1.6115574969122637e-11,7.467107184083113e-15,1.8070724256877217e-18
71954,9.253412726370986e-08,1.6469614083527072e-11,7.735459358624977e-15,1.8572024694520336e-18
71955,1.0270037284949241e-07,1.7486238642105447e-11,8.50603356889573e-15,2.001151065920359e-18
71961,7.320019640726618e-08,1.4536220997882428e-11,6.269999137796842e-15,1.5834443561429261e-18
71969,9.007585568941038e-08,1.6223786926097088e-11,7.549128951690257e-15,1.8223946596394048e-18
72014,9.681662230863213e-08,1.6897863588019335e-11,8.060061022964516e-15,1.9178403072750025e-18
72022,7.437067691826209e-08,1.4653269048982007e-11,6.358718428294739e-15,1.6000177337315049e-18
72048,7.01515942366878e-08,1.4231360780824777e-11,6.03892325140406e-15,1.5402777810349573e-18
72051,8.481873074825755e-08,1.56980744319817e-11,7.150652949350804e-15,1.7479565841126845e-18
72060,9.673480124617072e-08,1.6889681481773194e-11,8.053859205385181e-15,1.916681764821598e-18
72065,8.631824759640142e-08,1.584802611679611e-11,7.264312313694919e-15,1.7691889401333553e-18
72075,8.524109808804844e-08,1.5740311165960798e-11,7.182667263441221e-15,1.753937079590972e-18
72078,7.922353592150963e-08,1.5138554949306826e-11,6.7265521543668784e-15,1.6687316199426655e-18
72098,9.321533660040553e-08,1.6537735017196642e-11,7.787093203413021e-15,1.8668480290729417e-18
72099,1.0798490734870925e-07,1.8014692092027167e-11,8.906587142387744e-15,2.0759772461195226e-18
72106,1.0487253621815715e-07,1.7703454978971923e-11,8.670677739476135e-15,2.031907736667768e-18
72135,8.676573299682153e-08,1.589277465683812e-11,7.29823050956446e-15,1.7755250939068427e-18
72138,9.388751366127261e-08,1.660495272328336e-11,7.83804242586383e-15,1.876365696502236e-18
72139,8.242785266704994e-08,1.545898662386093e-11,6.969430788845788e-15,1.7141030300928945e-18
72141,9.674398855995292e-08,1.6890600213151416e-11,8.054555579184389e-15,1.9168118522676567e-18
72145,7.045927067600692e-08,1.4262128424756527e-11,6.0622443021543504e-15,1.544634314745697e-18
72157,9.126109623224961e-08,1.6342310980381032e-11,7.638967013103657e-15,1.8391770313792416e-18
72172,9.310011995708275e-08,1.6526213352864362e-11,7.778360090171825e-15,1.865216623068025e-18
72194,8.183816175557944e-08,1.540001753271385e-11,6.924733795784189e-15,1.7057533223920476e-18
72231,6.927535693844812e-08,1.4143737051001286e-11,5.972506809031136e-15,1.5278707298586106e-18
72258,6.399567612672812e-08,1.3615768969832136e-11,5.572321132064994e-15,1.453113275277097e-18
72276,9.611575562890932e-08,1.6827776920047037e-11,8.006937204178561e-15,1.90791641019754e-18
72277,8.748844313315964e-08,1.5965045670471947e-11,7.3530100039082e-15,1.7857582826392503e-18
72281,1.010396925174667e-07,1.7320170608902864e-11,8.380158443750962e-15,1.9776367212234403e-18
72287,7.175489158208085e-08,1.4391690515363878e-11,6.160448899720238e-15,1.5629796133527965e-18
72301,7.742245820481545e-08,1.4958447177637377e-11,6.590035283171202e-15,1.6432293234202318e-18
72304,1.0463665097807446e-07,1.7679866454963652e-11,8.652798269512764e-15,2.0285677279151773e-18
72390,6.640749869982814e-08,1.3856951227140827e-11,5.755130829006468e-15,1.4872633920922933e-18
72392,6.575691607065831e-08,1.3791892964224197e-11,5.705818406691317e-15,1.4780514902584334e-18
72396,6.061754101216249e-08,1.327795545837742e-11,5.316267530357746e-15,1.4052806900502075e-18
72402,8.424239345967432e-08,1.5640440703123362e-11,7.106968125169438e-15,1.7397959565649933e-18
72435,7.803774591448185e-08,1.501997594860402e-11,6.636672445038367e-15,1.6519414680839959e-18
72443,7.244369189038182e-08,1.4460570546193981e-11,6.212658119842322e-15,1.5727326570689095e-18
72462,9.100645237777787e-08,1.631684659493385e-11,7.619665690368125e-15,1.8355714106866067e-18
72474,8.242993512793541e-08,1.5459194869949476e-11,6.969588633808188e-15,1.714132516624489e-18
72493,7.054965494247254e-08,1.4271166851403038e-11,6.069095187681812e-15,1.5459141075847234e-18
72792,9.202684876702475e-08,1.641888623385856e-11,7.697009006066388e-15,1.8500196774370042e-18
72886,6.211663274842504e-08,1.342786463200286e-11,5.4298946723582385e-15,1.4265070267140448e-18
73078,8.611558553068142e-08,1.5827759910224102e-11,7.248951071442185e-15,1.766319353748529e-18
73094,8.400083479279854e-08,1.561628483643579e-11,7.088658624637388e-15,1.73637561512546e-18
73110,8.527940050792868e-08,1.5744141407948826e-11,7.185570484369895e-15,1.754479421356826e-18
73115,7.858698998924809e-08,1.5074900356080652e-11,6.678303676114545e-15,1.6597184702244632e-18
73271,8.16090618871623e-08,1.5377107545872128e-11,6.90736863883524e-15,1.7025093908706754e-18
73284,7.090363198309035e-08,1.4306564555464817e-11,6.0959257001090786e-15,1.5509262330295578e-18
73303,6.670631059725576e-08,1.388683241688343e-11,5.777779971203126e-15,1.4914944086341982e-18
73318,7.975952683939302e-08,1.5192154041095154e-11,6.767178831617121e-15,1.6763209644748288e-18
73333,8.956042142736764e-08,1.61722434998928e-11,7.510060413942592e-15,1.8150963863519165e-18
73342,1.1681330240594734e-07,1.8897531597751042e-11,9.57575586271685e-15,2.200982595128073e-18
73412,7.5900550877031e-08,1.4806256444858925e-11,6.474678780387828e-15,1.6216799301913477e-18
73571,9.326745313058753e-08,1.654294667021484e-11,7.791043496935656e-15,1.8675859712472868e-18
73927,9.477166807878151e-08,1.6693368165034253e-11,7.905058964691313e-15,1.8888848498502233e-18
74190,5.69983178007874e-08,1.291603313724044e-11,5.0419400960692316e-15,1.3540344264038915e-18
74426,8.257751111247687e-08,1.5473952468403623e-11,6.980774498519346e-15,1.7162221135821784e-18
75019,9.166326494998488e-08,1.638252785215456e-11,7.6694503256943e-15,1.844871525179628e-18
75367,6.052351507050524e-08,1.3268552864211746e-11,5.3091406155959765e-15,1.403949333039511e-18
75451,8.713225358900843e-08,1.5929426716056825e-11,7.326011789633811e-15,1.780714829328524e-18
75791,8.823499931213027e-08,1.6039701288369022e-11,7.409596964470893e-15,1.79632911857281e-18
75846,8.668061722804158e-08,1.5884263079960124e-11,7.291778962062903e-15,1.7743199001753094e-18
76008,6.391122876566524e-08,1.3607324233725895e-11,5.565920248079747e-15,1.4519175458411106e-18
76098,7.782859288307398e-08,1.4999060645463223e-11,6.620819204956478e-15,1.648979973099027e-18
76313,9.983171898812634e-08,1.719937325596881e-11,8.288597282794821e-15,1.9605324625615605e-18
76635,8.249081783959811e-08,1.5465283141115746e-11,6.974203380428537e-15,1.7149945832368956e-18
76726,7.174147151487024e-08,1.4390348508642817e-11,6.1594316945381145e-15,1.5627895923835825e-18
76839,6.438772785118385e-08,1.3654974142277497e-11,5.602037603638197e-15,1.4586645178672821e-18
76883,9.381602882775904e-08,1.6597804239932e-11,7.832624066778736e-15,1.875353509518732e-18
76935,6.513965928736717e-08,1.3730167285895425e-11,5.659031994312945e-15,1.46931146456605e-18
77022,5.8043825842014324e-08,1.3020583941363138e-11,5.121186807788142e-15,1.3688382607064406e-18
77074,7.157282008992125e-08,1.437348336614792e-11,6.146648367842482e-15,1.5604015784694048e-18
77254,1.0312162130145201e-07,1.7528363487301413e-11,8.537963074282718e-15,2.0071157185457937e-18
77918,8.749563414485545e-08,1.596576477164153e-11,7.353555063351413e-15,1.785860103516197e-18
77970,6.750792885599363e-08,1.3966994242756781e-11,5.83854049006429e-15,1.502844894147695e-18
77982,6.518779323450145e-08,1.3734980680608827e-11,5.662680418698038e-15,1.469993015495934e-18
77991,9.352625988324466e-08,1.6568827345480557e-11,7.810660356213619e-15,1.871250536350221e-18
77992,9.645139440256756e-08,1.6861340797412866e-11,8.032377725043976e-15,1.9126688755969622e-18
77993,1.1155884066906437e-07,1.8372085424062693e-11,9.177481724134266e-15,2.126582229148458e-18
77999,9.432180653627619e-08,1.6648382010783716e-11,7.87096066361034e-15,1.8825150511765314e-18
78057,7.151247228393122e-08,1.4367448585548917e-11,6.142074165640699e-15,1.5595470858350388e-18
78058,6.912240931434337e-08,1.4128442288590895e-11,5.96091378841579e-15,1.5257050733596453e-18
78165,7.14781793376008e-08,1.4364019290915875e-11,6.139474852077649e-15,1.5590615160687596e-18
78386,8.023251366645045e-08,1.5239452723800925e-11,6.8030299673833054e-15,1.6830182048010063e-18
78598,8.38602673609698e-08,1.5602228093252917e-11,7.078003989466788e-15,1.7343852555231689e-18
78607,8.31334373490305e-08,1.552954509205898e-11,7.022912219577373e-15,1.7240937315572281e-18
79014,5.079982291313339e-08,1.2296183648474995e-11,4.572110770914897e-15,1.2662670562607038e-18
79034,8.377467137782343e-08,1.559366849493828e-11,7.07151604300132e-15,1.7331732622132217e-18
79084,5.749249714202284e-08,1.2965451071363987e-11,5.079397567698406e-15,1.361031741388487e-18
79088,5.8847731654332636e-08,1.310097452259497e-11,5.182120717089486e-15,1.3802211367543889e-18
79124,4.7795211196752807e-08,1.1995722476836922e-11,4.34436924323056e-15,1.22372336244023e-18
79143,7.17184769237539e-08,1.4388049049531182e-11,6.157688766065607e-15,1.562464001280197e-18
79541,8.198192746455698e-08,1.5414394103611614e-11,6.935630851803996e-15,1.7077889678870307e-18
79639,8.202614665741243e-08,1.541881602289716e-11,6.9389825482907555e-15,1.7084150879915269e-18
80654,8.533615062282746e-08,1.5749816419438707e-11,7.189871991214472e-15,1.7552829726108434e-18
80668,5.016476470852545e-08,1.2232677828014194e-11,4.5239750584375094e-15,1.2572749719698372e-18
81831,6.117067886752683e-08,1.3333269243913558e-11,5.358193899583174e-15,1.4131128260399296e-18
82068,8.636698067280756e-08,1.5852899424436727e-11,7.268006150475555e-15,1.7698789744130758e-18
82146,9.756063432722441e-08,1.6972264789878575e-11,8.116455142978745e-15,1.9283751192592544e-18
82148,1.0676688520453052e-07,1.7892889877609287e-11,8.814264323317207e-15,2.0587307044496014e-18
82153,8.006830139295528e-08,1.5223031496451397e-11,6.790583116488588e-15,1.6806930468955585e-18
82229,8.505911976575871e-08,1.5722113333731812e-11,7.168873793590277e-15,1.751360363943075e-18
82313,6.671838960337406e-08,1.3888040317495252e-11,5.778695527543161e-15,1.4916654408960868e-18
82315,8.227489929621289e-08,1.5443691286777216e-11,6.957837332643448e-15,1.7119372922232638e-18
82400,6.773970005082843e-08,1.3990171362240138e-11,5.8561081264070635e-15,1.5061266502214144e-18
82755,8.227039008278962e-08,1.5443240365434888e-11,6.957495546332733e-15,1.7118734441745443e-18
83213,1.0171714125169992e-07,1.738791548232619e-11,8.43150724493581e-15,1.9872290327261718e-18
83242,8.879673759235073e-08,1.609587511639109e-11,7.452175222885688e-15,1.804283031975549e-18
83435,1.0671206198855432e-07,1.7887407556011665e-11,8.810108870254531e-15,2.057954437053043e-18
83887,6.115694523455545e-08,1.3331895880616426e-11,5.3571529269555e-15,1.4129183651473664e-18
83969,8.986830387553367e-08,1.6203031744709408e-11,7.533397079612331e-15,1.8194558370376956e-18
83975,9.359517302745539e-08,1.657571865990163e-11,7.81588378813146e-15,1.8722263095895804e-18
84088,7.722649740709028e-08,1.4938851097864867e-11,6.57518197909971e-15,1.6404546234036593e-18
84098,9.504318568903078e-08,1.6720519926059166e-11,7.925639272960188e-15,1.892729393893748e-18
84265,6.61666986612862e-08,1.3832871223286771e-11,5.736878830472113e-15,1.483853792423964e-18
84621,9.99373237892044e-08,1.7209933736076615e-11,8.296601844115411e-15,1.9620277700245996e-18
84682,5.78378907833475e-08,1.2999990435496454e-11,5.105577481428648e-15,1.3659223304932096e-18
84704,8.24842296436808e-08,1.5464624321524016e-11,6.9737040128081845e-15,1.7149012979087425e-18
84746,7.893831129320418e-08,1.511003248647627e-11,6.70493289080968e-15,1.6646929918595325e-18
84815,6.113851242492819e-08,1.333005259965371e-11,5.355755769312429e-15,1.4126573664283792e-18
84836,9.291083266318923e-08,1.6507284623475007e-11,7.7640126198323e-15,1.8625364162940154e-18
84894,8.203943710779302e-08,1.542014506793522e-11,6.9399899288640216e-15,1.7086032736557997e-18
84951,6.821229759506201e-08,1.4037431116663246e-11,5.8919297555767326e-15,1.5128183785111148e-18
85466,6.917597299674764e-08,1.413379865683129e-11,5.964973772204236e-15,1.5264635064349304e-18
85875,8.33741808302884e-08,1.5553619440184773e-11,7.041159931221048e-15,1.727502530404704e-18
86418,9.320744171765304e-08,1.653694552892139e-11,7.786494792427291e-15,1.866736241758548e-18
86472,7.439529857594737e-08,1.465573121475054e-11,6.360584684059101e-15,1.6003663632266919e-18
86793,8.241278987398367e-08,1.54574803445543e-11,6.9682890694397814e-15,1.7138897490047595e-18
87031,8.964714727963834e-08,1.618091608511987e-11,7.516634001464131e-15,1.8163243780039526e-18
87330,9.184537843574077e-08,1.640073920073016e-11,7.683254040574278e-15,1.847450154669867e-18
87517,8.341973354263784e-08,1.555817471141972e-11,7.044612704916919e-15,1.7281475324315288e-18
87901,7.341111368783649e-08,1.4557312725939452e-11,6.28598610324407e-15,1.5864308319518003e-18
88064,6.943687150068081e-08,1.415988850722447e-11,5.984749180631234e-15,1.5301576896163982e-18
89034,6.319093136634886e-08,1.3535294493794653e-11,5.511323632746011e-15,1.4417185201736784e-18
89105,7.694406445730677e-08,1.491060780288651e-11,6.5537743173038714e-15,1.636455523994276e-18
89594,8.951248833964077e-08,1.6167450191120112e-11,7.506427214163056e-15,1.8144176794837367e-18
89950,7.172697206737986e-08,1.4388898563893779e-11,6.158332675219234e-15,1.5625842879672965e-18
90008,6.291429589654425e-08,1.3507630946814343e-11,5.490355404418485e-15,1.4378015099779761e-18
90255,6.586751848468673e-08,1.380295320562698e-11,5.714201773699755e-15,1.479617561246092e-18
90263,6.527498421565066e-08,1.3743699778723697e-11,5.6692892617438295e-15,1.4712275931239442e-18
90334,1.0127224252206914e-07,1.7343425609363095e-11,8.3977851117901e-15,1.9809295048266657e-18
91270,7.535338533544743e-08,1.475153989070057e-11,6.4332050965646894e-15,1.6139323589683056e-18
91273,8.447252276118254e-08,1.5663453633274187e-11,7.124411310391903e-15,1.743054464307978e-18
91438,8.457513717908317e-08,1.5673715075064254e-11,7.132189208669973e-15,1.7445074295456932e-18
91439,9.414669343054908e-08,1.663087070021101e-11,7.857687558803338e-15,1.88003554332086e-18
91443,7.728431932038977e-08,1.4944633289194816e-11,6.5795647253949005e-15,1.6412733507493979e-18
91469,9.759733130725789e-08,1.6975934487881925e-11,8.119236675863234e-15,1.928894728856118e-18
91488,7.680588459437651e-08,1.489678981659349e-11,6.543300653466583e-15,1.6344989710897494e-18
91493,6.79210039336047e-08,1.4008301750517667e-11,5.869850475547631e-15,1.5086938161667514e-18
91503,8.426542947860658e-08,1.5642744305016587e-11,7.108714193759533e-15,1.7401221342640796e-18
91514,9.099154508722064e-08,1.6315355865878127e-11,7.618535757636174e-15,1.8353603314307736e-18
91532,5.830062599081415e-08,1.304626395624312e-11,5.140651571863445e-15,1.372474413372701e-18
91552,5.848390520338082e-08,1.3064591877499783e-11,5.154543645716167e-15,1.3750695489306782e-18
91557,5.9066930833528654e-08,1.3122894440514572e-11,5.1987354282899694e-15,1.3833248798152882e-18
91562,6.92210706078625e-08,1.4138308417942753e-11,5.9683920504443704e-15,1.5271020644718424e-18
91610,9.429772504227623e-08,1.6645973861383717e-11,7.869135350807833e-15,1.8821740701100298e-18
91665,1.0478490460782313e-07,1.7694691817938523e-11,8.664035497917236e-15,2.030666919966322e-18
91668,8.289249157255408e-08,1.550545051441134e-11,7.004649174497483e-15,1.7206820683177273e-18
91694,9.768152420088273e-08,1.698435377724441e-11,8.125618271897669e-15,1.930086855169382e-18
91757,7.6666759983994e-08,1.488287735555523e-11,6.5327553803005806e-15,1.632529041066932e-18
91766,9.62513369522312e-08,1.6841335052379217e-11,8.017213905667294e-15,1.9098361691719647e-18
91867,8.628705855463734e-08,1.58449072126197e-11,7.26194826779187e-15,1.76874731999451e-18
92092,6.091664493588695e-08,1.3307865850749703e-11,5.338938807366235e-15,1.4095158415281817e-18
92093,1.0241299955492362e-07,1.745750131264857e-11,8.484251442185662e-15,1.9970820138729147e-18
92105,7.176947299905652e-08,1.4393148657061444e-11,6.161554132106752e-15,1.5631860784131235e-18
92109,7.614243185263056e-08,1.483044454241888e-11,6.4930127110586376e-15,1.6251048353499088e-18
92141,7.019479162680873e-08,1.4235680519836846e-11,6.0421974979778946e-15,1.5408894329596035e-18
92180,9.330789206423679e-08,1.6546990563579766e-11,7.79410865989066e-15,1.8681585649046373e-18
92196,9.674075328104022e-08,1.6890276685260143e-11,8.054310353700494e-15,1.916766042449791e-18
92199,6.343591888638788e-08,1.3559793245798421e-11,5.529893031172037e-15,1.4451874123388453e-18
92249,9.478013916089779e-08,1.669421527324588e-11,7.905701050046897e-15,1.8890047958392236e-18
92253,8.856932761268094e-08,1.60731341184241e-11,7.434938154981605e-15,1.8010630283744023e-18
92337,1.0624615875999352e-07,1.7840817233155573e-11,8.774794652298502e-15,2.0513574966904e-18
92400,7.932294994553952e-08,1.5148496351709812e-11,6.734087471353889e-15,1.6701392693160375e-18
92722,7.784252394688611e-08,1.500045375184444e-11,6.621875142313556e-15,1.6491772295066303e-18
92729,8.176805638188506e-08,1.5393006995344407e-11,6.919419996061917e-15,1.7047606678212877e-18
92745,8.465097802047596e-08,1.5681299159203538e-11,7.137937741495528e-15,1.7455812952694114e-18
92786,8.341683544030475e-08,1.5557884901186412e-11,7.0443930365154676e-15,1.7281064968535714e-18
92787,8.631782723960602e-08,1.584798408111657e-11,7.264280451774713e-15,1.7691829881061096e-18
92824,6.233854930949408e-08,1.3450056288109637e-11,5.4467153538328215e-15,1.4296492464478923e-18
92829,8.427321825775332e-08,1.5643523182931262e-11,7.109304562375886e-15,1.7402324192082035e-18
92834,8.574546028859178e-08,1.5790747386015148e-11,7.220896568556343e-15,1.761078578413451e-18
92850,9.034988467118326e-08,1.6251189824274378e-11,7.569899615200118e-15,1.8262747633596025e-18
92874,9.085959767974824e-08,1.630216112513089e-11,7.60853449724438e-15,1.833492026759889e-18
92879,8.055626030800835e-08,1.527182738795672e-11,6.827569096459154e-15,1.6876022839746166e-18
92943,7.772181057665515e-08,1.498838241482134e-11,6.612725391882095e-15,1.6474679927905695e-18
93009,7.93831799858719e-08,1.5154519355743048e-11,6.738652747233964e-15,1.6709920944517199e-18
93036,7.197523198974275e-08,1.4413724556130069e-11,6.17715011298448e-15,1.566099515597982e-18
93055,8.213465871195801e-08,1.542966722835172e-11,6.947207471644294e-15,1.7099515606076887e-18
93057,8.565240155149998e-08,1.578144151230597e-11,7.21384296531233e-15,1.7597609165017412e-18
93072,7.138805539904817e-08,1.435500689706061e-11,6.1326436987093095e-15,1.5577854093336447e-18
93082,6.248238767119626e-08,1.3464440124279776e-11,5.457617916734675e-15,1.4316859206665606e-18
93086,8.661442874284267e-08,1.5877644231440232e-11,7.286762052006893e-15,1.773382706649307e-18
93114,8.706898048095464e-08,1.5923099405251444e-11,7.32121585736378e-15,1.7798189159825714e-18
93147,1.0219139005948216e-07,1.7435340363104428e-11,8.467454035463842e-15,1.9939441420239943e-18
93154,8.597032778178067e-08,1.5813234135334032e-11,7.237940922788938e-15,1.7642625817667796e-18
93184,9.039804156587229e-08,1.625600551374328e-11,7.57354977894847e-15,1.8269566392145842e-18
94214,6.946895233265466e-08,1.4163096590421837e-11,5.987180821845717e-15,1.5306119370273208e-18
94280,9.514842369301832e-08,1.6731043726457916e-11,7.933616032042869e-15,1.8942195077062963e-18
94310,9.922654672095174e-08,1.7138856029251356e-11,8.242726844399347e-15,1.9519635471496426e-18
94320,8.884412979296222e-08,1.6100614336452244e-11,7.455767424869304e-15,1.8049540801716612e-18
94335,6.725127239587802e-08,1.394132859674536e-11,5.8190866172068426e-15,1.4992107760363205e-18
94532,8.712705866169597e-08,1.5928907223325578e-11,7.325618028045284e-15,1.7806412719381307e-18
94599,8.976597473608075e-08,1.6192798830764108e-11,7.525640804677176e-15,1.818006911190118e-18
95014,9.39068900742745e-08,1.660689036458355e-11,7.839511106117603e-15,1.8766400561399883e-18
95034,8.270510058307999e-08,1.548671141546393e-11,6.990445438958396e-15,1.7180287121993848e-18
95054,9.398080541280447e-08,1.6614281898436546e-11,7.845113690978846e-15,1.8776866577737076e-18
96595,8.051468454845183e-08,1.5267669812001064e-11,6.824417765142558e-15,1.6870135934708544e-18
96647,8.278606938053001e-08,1.549480829520893e-11,6.996582657130549e-15,1.719175187036365e-18
96876,8.977389752809778e-08,1.6193591109965814e-11,7.526241331110475e-15,1.8181190936847605e-18
97032,8.856934744089842e-08,1.6073136101245847e-11,7.434939657907428e-15,1.8010633091313497e-18
97184,7.496089843546004e-08,1.471229120070182e-11,6.403455639850563e-15,1.6083749545254694e-18
97226,8.49829072490331e-08,1.5714492082059252e-11,7.163097088769103e-15,1.7502812354955667e-18
97297,6.246786570062092e-08,1.346298792722225e-11,5.456517190226234e-15,1.4314802973354477e-18
97535,6.82379219081753e-08,1.4039993547974561e-11,5.8938720099393974e-15,1.5131812050705341e-18
97538,7.644919164284004e-08,1.4861120521439828e-11,6.516264282259521e-15,1.629448389799875e-18
97576,6.64735612466858e-08,1.3863557481826559e-11,5.7601381932731986e-15,1.4881988023987821e-18
97577,7.1048932691745e-08,1.4321094626330284e-11,6.1069391049967136e-15,1.5529836132984299e-18
98487,8.94111696435811e-08,1.6157318321514142e-11,7.498747528133141e-15,1.812983060973813e-18
98527,7.802196351397168e-08,1.5018397708553005e-11,6.635476181313802e-15,1.6517179977395931e-18
98614,8.894171387421178e-08,1.6110372744577198e-11,7.463164037090528e-15,1.8063358185346585e-18
98792,7.80277132249994e-08,1.5018972679655776e-11,6.6359119940233285e-15,1.6517994105704709e-18
98888,6.010421818589606e-08,1.3226623175751052e-11,5.277359033791894e-15,1.3980123135633027e-18
99288,7.154121107608033e-08,1.4370322464763828e-11,6.144252489179863e-15,1.5599540117507223e-18
99479,9.027678405510425e-08,1.624387976266648e-11,7.564358784120437e-15,1.8252396977597457e-18
100016,7.51835212935353e-08,1.473455348650935e-11,6.420329856748241e-15,1.611527175046929e-18
100094,9.392799320770245e-08,1.6609000677926342e-11,7.841110667158917e-15,1.876938865214824e-18
100154,8.820341051568356e-08,1.6036542408724353e-11,7.407202618232654e-15,1.795881838121609e-18
100252,7.092033112284576e-08,1.4308234469440357e-11,6.0971914502152175e-15,1.5511626839110296e-18
100299,6.628809240549734e-08,1.3845010597707816e-11,5.746080151430522e-15,1.4855726628714345e-18
100427,6.566972880463877e-08,1.378317423762229e-11,5.699209845242412e-15,1.4768169652346724e-18
100472,1.0207134071329356e-07,1.742333542848556e-11,8.458354616277846e-15,1.9922443075329856e-18
100684,8.012019860385222e-08,1.522822121754109e-11,6.7945167861963206e-15,1.6814278836262077e-18
100714,5.852541821474909e-08,1.306874317863661e-11,5.1576902208880085e-15,1.3756573509536782e-18
100773,7.191669722433741e-08,1.4407871079589534e-11,6.1727133344072754e-15,1.5652706946479465e-18
100802,7.309462927638646e-08,1.4525664284794456e-11,6.261997431776486e-15,1.5819495820697349e-18
101369,8.709934983844714e-08,1.5926136341000696e-11,7.323517773392539e-15,1.780248929830831e-18
101524,8.248583161611273e-08,1.546478451876721e-11,6.973825438031605e-15,1.7149239809809948e-18
101543,6.938551064224418e-08,1.4154752421380835e-11,5.980856165004722e-15,1.529430447349532e-18
101544,6.470106803035247e-08,1.368630816019419e-11,5.625787950712763e-15,1.4631012471030284e-18
101616,9.539883624084962e-08,1.675608498124105e-11,7.952596633058131e-15,1.8977652153615156e-18
101772,8.062959724548579e-08,1.5279161081704466e-11,6.833127840068434e-15,1.688640695758995e-18
101798,6.745321175977001e-08,1.396152253313445e-11,5.834393080594902e-15,1.5020701293500404e-18
101819,8.368869790135725e-08,1.5585071147291666e-11,7.064999483552392e-15,1.7319559237999027e-18
101970,8.421866441821059e-08,1.563806779897699e-11,7.1051695273260064e-15,1.7394599660377706e-18
101989,8.230731825976393e-08,1.544693318313232e-11,6.9602946033266455e-15,1.7123963273963524e-18
102146,8.122060085074711e-08,1.5338261442230608e-11,6.877924331806575e-15,1.6970089905013595e-18
102210,8.297822844690523e-08,1.5514024201846454e-11,7.011147800139245e-15,1.7218960565717282e-18
102232,8.330017964439544e-08,1.5546219321595478e-11,7.035550839359416e-15,1.726454713218271e-18
102333,8.051381693623e-08,1.526758305077888e-11,6.824352002457896e-15,1.6870013085461436e-18
102669,8.212703715236787e-08,1.5428905072392705e-11,6.946629777822849e-15,1.7098436434029898e-18
102697,9.617933664110913e-08,1.6834135021267015e-11,8.011756474758904e-15,1.908816683301409e-18
104406,8.480104234401924e-08,1.5696305591557864e-11,7.149312215644163e-15,1.7477061257755938e-18
104625,7.096889319709386e-08,1.4313090676865168e-11,6.100872325489878e-15,1.5518502968917142e-18
104741,7.811803287078142e-08,1.502800464423398e-11,6.6427579814759385e-15,1.6530782884152105e-18
104753,5.981550439088376e-08,1.3197751796249977e-11,5.255475300735535e-15,1.3939242807470435e-18
104758,8.341787598502252e-08,1.555798895565819e-11,7.04447190702055e-15,1.7281212304098702e-18
104762,7.278238297453277e-08,1.4494439654609083e-11,6.238329997675015e-15,1.5775283415512958e-18
104772,7.57043826634524e-08,1.4786639623501067e-11,6.459809754749695e-15,1.6189022932773004e-18
104787,8.363433111108816e-08,1.5579634468264755e-11,7.060878626336907e-15,1.7311861191470751e-18
104838,8.059681788097667e-08,1.5275883145253555e-11,6.830643251957055e-15,1.6881765575012284e-18
104842,8.483811724389824e-08,1.5700013081545768e-11,7.152122393841615e-15,1.7482310865152055e-18
104845,8.400839230850319e-08,1.5617040588006257e-11,7.0892314641036954e-15,1.7364826255030165e-18
104850,8.373192607371305e-08,1.5589393964527242e-11,7.068276063337273e-15,1.732568011584523e-18
104865,7.81612119834745e-08,1.503232255550329e-11,6.646030842669672e-15,1.6536896815412637e-18
104903,1.0239974776120983e-07,1.745617613327719e-11,8.483246991684293e-15,1.9968943755663547e-18
104904,7.71833309004703e-08,1.493453444720287e-11,6.571910073412583e-15,1.639843408772854e-18
104926,9.777116627016607e-08,1.6993317984172746e-11,8.132412900864884e-15,1.9313561388935404e-18
104974,8.916675899864731e-08,1.6132877257020752e-11,7.480221855296265e-15,1.8095223370513708e-18
104994,7.90123595935116e-08,1.5117437316507018e-11,6.710545553817849e-15,1.6657414761608585e-18
105039,9.346580054360191e-08,1.6562781411516282e-11,7.806077700059423e-15,1.8703944644590256e-18
107526,6.378909015424617e-08,1.3595110372584058e-11,5.55666246818026e-15,1.4501881284726322e-18
107603,8.275231694596225e-08,1.5491433051752157e-11,6.994024312912684e-15,1.71869727062736e-18
